,user,beer,rating
18790,MEAGAN,Flying Monkeys Craft Brewery: 12 Minutes to Destiny,6.0
26365,MEAGAN,MacKinnon Brothers Brewing: 8 Man,8.0
32425,MEAGAN,Unibroue: Éphémère Apple,6.0
8286,MEAGAN,Bellwoods Brewery: Witchshark,8.0
7074,MEAGAN,Bellwoods Brewery: Monogamy - Mosaic,7.0
408,MEAGAN,Heineken: Heineken Lager,4.0
15659,MEAGAN,Cameron's Brewing: RPA (Rye Pale Ale),5.0
4751,MEAGAN,Amsterdam Brewing Company: Autumn Hop,1.0
17376,MEAGAN,Collective Arts Brewing: Ransack the Universe - Hemisphere IPA,7.0
29900,MEAGAN,Nickel Brook Brewing Company: Ceres,7.0
23335,MEAGAN,Kensington Brewing Company: Fruit Stand Watermelon Wheat,6.0
18992,MEAGAN,Flying Monkeys Craft Brewery: Flying Monkeys The Chocolate Manifesto,8.0
4044,MEAGAN,Amsterdam Brewing Company: Howl,7.0
1418,MEAGAN,Redline Brewhouse: Clutch,7.0
23537,MEAGAN,Kensington Brewing Company: Baldwin FishEYE PA,7.0
9700,MEAGAN,Black Oak Brewing: Black Oak Ten Bitter Years,8.0
7377,MEAGAN,Bellwoods Brewery: Monogamy - Citra,7.0
18891,MEAGAN,Flying Monkeys Craft Brewery: Hoptical Illusion,6.0
4448,MEAGAN,Amsterdam Brewing Company: Downtown Brown,4.0
9599,MEAGAN,Big Rig Brewery: Alpha Bomb,5.0
29799,MEAGAN,Nickel Brook Brewing Company: Head Stock,6.0
29193,MEAGAN,Nickel Brook Brewing: Café Del Bastardo,7.0
28890,MEAGAN,Muskoka Brewery: Muskoka Harvest Ale,7.0
3943,MEAGAN,Amsterdam Brewing: Amsterdam Tempest Imperial Stout,7.0
1317,MEAGAN,Sawdust City Brewing Co.: Juicin,9.0
6973,MEAGAN,Bellwoods Brewery: Farmageddon,7.0
10205,MEAGAN,Brasserie Dieu du Ciel!: Grande Noirceur,8.0
5761,MEAGAN,Beaus All Natural Brewing Company: Dark Helmüt,6.0
18386,MEAGAN,Dominion City Brewing: Sunsplit IPA,8.0
29496,MEAGAN,Nickel Brook Brewing: Cuvée (2016) - Bourbon Barrel-Aged,9.0
1620,MEAGAN,Side Launch Brewing Company: Side Launch Wheat,9.0
3640,MEAGAN,Ace Hill Brewing Company: Ace Hill Pilsner,2.0
4549,MEAGAN,Amsterdam Brewing Company: Cruiser All Day Pale Ale,5.0
206,MEAGAN,Coors Brewing Company: Coors Light,2.0
28789,MEAGAN,Muskoka Brewery: Muskoka Twice As Mad Tom IPA,6.0
19295,MEAGAN,Flying Monkeys Craft Brewery: Aurora Heart,7.0
6670,MEAGAN,Bellwoods Brewery: Monogamy - Galaxy,7.0
7781,MEAGAN,Bellwoods Brewery: Jelly King - Pink Guava,8.0
25557,MEAGAN,Left Field Brewery: Left Field Laser Show,7.0
5660,MEAGAN,Beaus All Natural Brewing Company: Full Time IPA,5.0
307,MEAGAN,Sawdust City Brewing Co.: Little Norway,7.0
15356,MEAGAN,Cameron's Brewing: Cosmic Cream Ale,4.0
913,MEAGAN,Guiness: Guinness,7.0
23234,MEAGAN,Kensington Brewing Company: Augusta Ale,6.0
1115,MEAGAN,Sierra Nevada Brewing Co.: Pale Ale,7.0
1519,MEAGAN,Brasserie D'Achouffe: La Chouffe,8.0
29597,MEAGAN,Nickel Brook Brewing: Immodest,8.0
610,MEAGAN,Mill Street Brewery: 100th Meridian,5.0
9397,MEAGAN,Big Rig Brewery: Gold Lagered Ale,6.0
30001,MEAGAN,Nickel Brook Brewing Company: Bolshevik Bastard,7.0
4145,MEAGAN,Amsterdam Brewing Company: (416) Local Lager,2.0
3741,MEAGAN,Amsterdam Brewing: Amsterdam Barrel Aged Double Tempest,8.0
25759,MEAGAN,Left Field Brewery: Greenwood,7.0
6872,MEAGAN,Bellwoods Brewery: Boogie Monster,8.0
9195,MEAGAN,Bench Brewing Company: Ball's Falls Session IPA,7.0
30607,MEAGAN,Redline Brewhouse: Double Clutch,7.0
21012,MEAGAN,Great Lakes Brewery: Chill Winston Grisette,8.0
2428,MEAGAN,Sawdust City Brewing Co.: Gateway Kolsch,6.0
3034,MEAGAN,The Collingwood Brewery: Rockwell,6.0
2529,MEAGAN,Sawdust City Brewing Co.: Princess Wears Girl Pants,8.0
12932,MEAGAN,Brewery Ommegang: Hennepin,8.0
30809,MEAGAN,Sawdust City Brewing: Twin Pine,9.0
21214,MEAGAN,Great Lakes Brewery: Great Lakes My Bitter Wife IPA,8.0
22123,MEAGAN,High Road Brewing: Bronan,9.0
3236,MEAGAN,Rainhard Brewing Co.: Armed N' Citra,7.0
11114,MEAGAN,Brasserie Dieu du Ciel!: Aphrodite,9.0
3135,MEAGAN,McAuslan Brewing: St. Ambroise Oatmeal Stout,8.0
1923,MEAGAN,Bellwoods Brewery: Jelly King,8.0
19699,MEAGAN,Glutenberg: Glutenberg American Pale Ale,8.0
31415,MEAGAN,The Collingwood Brewery: 3-point Saison,8.0
2832,MEAGAN,Brouwerij Artois: Stella Artois,5.0
21719,MEAGAN,Great Lakes Brewery: Great Lakes Karma Citra IPA,9.0
21820,MEAGAN,Great Lakes Brewery: Great Lakes Harry Porter,8.0
20305,MEAGAN,Great Lakes Brewery: Great Lakes Thrust! An IPA,9.0
11922,MEAGAN,Brasserie Dunham: Assemblage #9,8.0
31011,MEAGAN,Sleeman Breweries Ltd.: Honey Brown Lager,2.0
10710,MEAGAN,Brasserie Dieu du Ciel!: Immoralité,8.0
22022,MEAGAN,High Park Brewery: Across the Pond,8.0
1822,MEAGAN,"Brouwerij Rodenbach: Rodenbach Grand Cru,",9.0
20810,MEAGAN,Great Lakes Brewery: Audrey Hopburn Belgian IPA,9.0
2226,MEAGAN,Sawdust City Brewing Co.: Lone Pine,8.0
2327,MEAGAN,Sawdust City Brewing Co.: Golden Beach,7.0
20406,MEAGAN,Great Lakes Brewery: Great Lakes RoboHop,8.0
2933,MEAGAN,Brewery Ommegang: Ommegang Pale Sour,6.0
21921,MEAGAN,Great Lakes Brewery: Great Lakes / Bar Hop Hanlan’s Point,8.0
2731,MEAGAN,Woodhouse Brewing Co.: Woodhouse Lager,7.0
22224,MEAGAN,Hop City Brewing Co.: Barking Squirrel Lager,4.0
2125,MEAGAN,Sawdust City Brewing Co.: Long Dark Voyage to Uranus,9.0
20709,MEAGAN,Great Lakes Brewery: Citraddiction XPA,8.0
21113,MEAGAN,Great Lakes Brewery: Great Lakes Lake Effect,9.0
31112,MEAGAN,Sleeman Breweries Ltd.: Dark,2.0
20608,MEAGAN,Great Lakes Brewery: Canuck Pale Ale,6.0
3337,MEAGAN,Rainhard Brewing Co.: Kapow! IPA,8.0
30910,MEAGAN,Sleeman Breweries Ltd.: Clear,1.0
2024,MEAGAN,Sawdust City Brewing Co.: Skinny Dippin' Stout,7.0
31314,MEAGAN,The Collingwood Brewery: Downhill Pale Ale,6.0
2630,MEAGAN,Mill Street Brewery: Original Organic,6.0
20911,MEAGAN,Great Lakes Brewery: Harry Porter & The Bourbon Soaked Vanilla Bean,8.0
1702,Martin de la Fuente ,Side Launch Brewing Company: Side Launch Wheat,4.0
894,Martin de la Fuente ,Clifford Brewing Co.: Clifford Porter,8.0
995,Martin de la Fuente ,Guiness: Guinness,9.0
86,Martin de la Fuente ,Beau's All Natural Brewing Company: Beau's Lugtread,10.0
187,Martin de la Fuente ,Grupo Modelo: Corona,10.0
1197,Martin de la Fuente ,Sierra Nevada Brewing Co.: Pale Ale,8.0
288,Martin de la Fuente ,Coors Brewing Company: Coors Light,1.0
1601,Martin de la Fuente ,Brasserie D'Achouffe: La Chouffe,8.0
1298,Martin de la Fuente ,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,2.0
1096,Martin de la Fuente ,Brasserie Dieu De Ciel!: Peche Mortel,7.0
692,Martin de la Fuente ,Mill Street Brewery: 100th Meridian,8.0
490,Martin de la Fuente ,Heineken: Heineken Lager,8.0
1803,Martin de la Fuente ,Blue Moon Brewing Company: Blue Moon,5.0
1904,Martin de la Fuente ,"Brouwerij Rodenbach: Rodenbach Grand Cru,",1.0
1500,Martin de la Fuente ,Redline Brewhouse: Clutch,2.0
591,Martin de la Fuente ,Creemore Spring Brewery: Creemore Springs Premium Lager,6.0
793,Martin de la Fuente ,Alexander Keiths: Red Amber Ale,5.0
1399,Martin de la Fuente ,Sawdust City Brewing Co.: Juicin,1.0
389,Martin de la Fuente ,Sawdust City Brewing Co.: Little Norway,8.0
1266,Matt,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,5.0
155,Matt,Grupo Modelo: Corona,7.0
1973,Matt,Bellwoods Brewery: Jelly King,9.0
1468,Matt,Redline Brewhouse: Clutch,6.0
1367,Matt,Sawdust City Brewing Co.: Juicin,5.0
761,Matt,Alexander Keiths: Red Amber Ale,7.0
862,Matt,Clifford Brewing Co.: Clifford Porter,3.0
559,Matt,Creemore Spring Brewery: Creemore Springs Premium Lager,8.0
660,Matt,Mill Street Brewery: 100th Meridian,8.0
458,Matt,Heineken: Heineken Lager,6.0
256,Matt,Coors Brewing Company: Coors Light,3.0
1165,Matt,Sierra Nevada Brewing Co.: Pale Ale,7.0
1064,Matt,Brasserie Dieu De Ciel!: Peche Mortel,4.0
357,Matt,Sawdust City Brewing Co.: Little Norway,7.0
963,Matt,Guiness: Guinness,5.0
54,Matt,Beau's All Natural Brewing Company: Beau's Lugtread,8.0
1670,Matt,Side Launch Brewing Company: Side Launch Wheat,6.0
1569,Matt,Brasserie D'Achouffe: La Chouffe,4.0
1771,Matt,Blue Moon Brewing Company: Blue Moon,8.0
1872,Matt,"Brouwerij Rodenbach: Rodenbach Grand Cru,",7.0
200,Matt McInerney,Grupo Modelo: Corona,7.0
604,Matt McInerney,Creemore Spring Brewery: Creemore Springs Premium Lager,7.0
1008,Matt McInerney,Guiness: Guinness,6.0
301,Matt McInerney,Coors Brewing Company: Coors Light,6.0
503,Matt McInerney,Heineken: Heineken Lager,8.0
806,Matt McInerney,Alexander Keiths: Red Amber Ale,6.0
1715,Matt McInerney,Side Launch Brewing Company: Side Launch Wheat,6.0
705,Matt McInerney,Mill Street Brewery: 100th Meridian,7.0
663,Max,Mill Street Brewery: 100th Meridian,6.0
1976,Max,Bellwoods Brewery: Jelly King,9.0
57,Max,Beau's All Natural Brewing Company: Beau's Lugtread,6.0
1168,Max,Sierra Nevada Brewing Co.: Pale Ale,5.0
259,Max,Coors Brewing Company: Coors Light,5.0
1875,Max,"Brouwerij Rodenbach: Rodenbach Grand Cru,",7.0
966,Max,Guiness: Guinness,3.0
1774,Max,Blue Moon Brewing Company: Blue Moon,7.0
1673,Max,Side Launch Brewing Company: Side Launch Wheat,6.0
1572,Max,Brasserie D'Achouffe: La Chouffe,6.0
158,Max,Grupo Modelo: Corona,8.0
764,Max,Alexander Keiths: Red Amber Ale,3.0
562,Max,Creemore Spring Brewery: Creemore Springs Premium Lager,6.0
461,Max,Heineken: Heineken Lager,6.0
1192,Michael,Sierra Nevada Brewing Co.: Pale Ale,7.0
283,Michael,Coors Brewing Company: Coors Light,2.0
990,Michael,Guiness: Guinness,9.0
1697,Michael,Side Launch Brewing Company: Side Launch Wheat,6.0
485,Michael,Heineken: Heineken Lager,5.0
1293,Michael,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,7.0
81,Michael,Beau's All Natural Brewing Company: Beau's Lugtread,6.0
182,Michael,Grupo Modelo: Corona,7.0
1798,Michael,Blue Moon Brewing Company: Blue Moon,7.0
586,Michael,Creemore Spring Brewery: Creemore Springs Premium Lager,7.0
582,Mick McCarthy,Creemore Spring Brewery: Creemore Springs Premium Lager,7.0
1693,Mick McCarthy,Side Launch Brewing Company: Side Launch Wheat,6.0
1794,Mick McCarthy,Blue Moon Brewing Company: Blue Moon,7.0
481,Mick McCarthy,Heineken: Heineken Lager,5.0
986,Mick McCarthy,Guiness: Guinness,9.0
178,Mick McCarthy,Grupo Modelo: Corona,7.0
77,Mick McCarthy,Beau's All Natural Brewing Company: Beau's Lugtread,6.0
279,Mick McCarthy,Coors Brewing Company: Coors Light,2.0
1289,Mick McCarthy,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,7.0
1188,Mick McCarthy,Sierra Nevada Brewing Co.: Pale Ale,7.0
1915,Mike,"Brouwerij Rodenbach: Rodenbach Grand Cru,",8.0
703,Mike,Mill Street Brewery: 100th Meridian,6.0
1612,Mike,Brasserie D'Achouffe: La Chouffe,8.0
602,Mike,Creemore Spring Brewery: Creemore Springs Premium Lager,6.0
97,Mike,Beau's All Natural Brewing Company: Beau's Lugtread,7.0
1814,Mike,Blue Moon Brewing Company: Blue Moon,7.0
1713,Mike,Side Launch Brewing Company: Side Launch Wheat,6.0
1208,Mike,Sierra Nevada Brewing Co.: Pale Ale,9.0
2016,Mike,Bellwoods Brewery: Jelly King,9.0
400,Mike,Sawdust City Brewing Co.: Little Norway,7.0
905,Mike,Clifford Brewing Co.: Clifford Porter,7.0
501,Mike,Heineken: Heineken Lager,2.0
1511,Mike,Redline Brewhouse: Clutch,7.0
198,Mike,Grupo Modelo: Corona,2.0
804,Mike,Alexander Keiths: Red Amber Ale,4.0
1410,Mike,Sawdust City Brewing Co.: Juicin,9.0
1006,Mike,Guiness: Guinness,6.0
1309,Mike,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,8.0
1107,Mike,Brasserie Dieu De Ciel!: Peche Mortel,10.0
738,Mira,Alexander Keiths: Red Amber Ale,4.0
536,Mira,Creemore Spring Brewery: Creemore Springs Premium Lager,4.0
31,Mira,Beau's All Natural Brewing Company: Beau's Lugtread,5.0
839,Mira,Clifford Brewing Co.: Clifford Porter,9.0
637,Mira,Mill Street Brewery: 100th Meridian,7.0
435,Mira,Heineken: Heineken Lager,3.0
1748,Mira,Blue Moon Brewing Company: Blue Moon,7.0
1041,Mira,Brasserie Dieu De Ciel!: Peche Mortel,8.0
1344,Mira,Sawdust City Brewing Co.: Juicin,5.0
1950,Mira,Bellwoods Brewery: Jelly King,9.0
1849,Mira,"Brouwerij Rodenbach: Rodenbach Grand Cru,",7.0
1647,Mira,Side Launch Brewing Company: Side Launch Wheat,6.0
1142,Mira,Sierra Nevada Brewing Co.: Pale Ale,5.0
233,Mira,Coors Brewing Company: Coors Light,2.0
1243,Mira,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,6.0
132,Mira,Grupo Modelo: Corona,3.0
334,Mira,Sawdust City Brewing Co.: Little Norway,5.0
940,Mira,Guiness: Guinness,6.0
1546,Mira,Brasserie D'Achouffe: La Chouffe,7.0
434,Monica Orwat ,Heineken: Heineken Lager,9.0
1747,Monica Orwat ,Blue Moon Brewing Company: Blue Moon,7.0
1545,Monica Orwat ,Brasserie D'Achouffe: La Chouffe,7.0
232,Monica Orwat ,Coors Brewing Company: Coors Light,2.0
1949,Monica Orwat ,Bellwoods Brewery: Jelly King,10.0
636,Monica Orwat ,Mill Street Brewery: 100th Meridian,3.0
131,Monica Orwat ,Grupo Modelo: Corona,7.0
535,Monica Orwat ,Creemore Spring Brewery: Creemore Springs Premium Lager,2.0
30,Monica Orwat ,Beau's All Natural Brewing Company: Beau's Lugtread,4.0
737,Monica Orwat ,Alexander Keiths: Red Amber Ale,2.0
939,Monica Orwat ,Guiness: Guinness,2.0
1141,Monica Orwat ,Sierra Nevada Brewing Co.: Pale Ale,4.0
1646,Monica Orwat ,Side Launch Brewing Company: Side Launch Wheat,7.0
1956,Nana,Bellwoods Brewery: Jelly King,8.0
946,Nana,Guiness: Guinness,3.0
37,Nana,Beau's All Natural Brewing Company: Beau's Lugtread,5.0
340,Nana,Sawdust City Brewing Co.: Little Norway,3.0
1552,Nana,Brasserie D'Achouffe: La Chouffe,7.0
138,Nana,Grupo Modelo: Corona,9.0
1451,Nana,Redline Brewhouse: Clutch,7.0
542,Nana,Creemore Spring Brewery: Creemore Springs Premium Lager,3.0
1754,Nana,Blue Moon Brewing Company: Blue Moon,4.0
744,Nana,Alexander Keiths: Red Amber Ale,1.0
1350,Nana,Sawdust City Brewing Co.: Juicin,8.0
1249,Nana,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,5.0
441,Nana,Heineken: Heineken Lager,1.0
1653,Nana,Side Launch Brewing Company: Side Launch Wheat,4.0
1855,Nana,"Brouwerij Rodenbach: Rodenbach Grand Cru,",5.0
1148,Nana,Sierra Nevada Brewing Co.: Pale Ale,7.0
1047,Nana,Brasserie Dieu De Ciel!: Peche Mortel,1.0
35,Nash Bauerlein ,Beau's All Natural Brewing Company: Beau's Lugtread,8.0
136,Nash Bauerlein ,Grupo Modelo: Corona,4.0
439,Nash Bauerlein ,Heineken: Heineken Lager,2.0
237,Nash Bauerlein ,Coors Brewing Company: Coors Light,1.0
1651,Nash Bauerlein ,Side Launch Brewing Company: Side Launch Wheat,7.0
742,Nash Bauerlein ,Alexander Keiths: Red Amber Ale,2.0
1752,Nash Bauerlein ,Blue Moon Brewing Company: Blue Moon,2.0
944,Nash Bauerlein ,Guiness: Guinness,6.0
1146,Nash Bauerlein ,Sierra Nevada Brewing Co.: Pale Ale,7.0
843,Nash Bauerlein ,Clifford Brewing Co.: Clifford Porter,7.0
1550,Nash Bauerlein ,Brasserie D'Achouffe: La Chouffe,4.0
1247,Nash Bauerlein ,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,6.0
641,Nash Bauerlein ,Mill Street Brewery: 100th Meridian,5.0
540,Nash Bauerlein ,Creemore Spring Brewery: Creemore Springs Premium Lager,4.0
1954,Nash Bauerlein ,Bellwoods Brewery: Jelly King,8.0
95,Nick,Beau's All Natural Brewing Company: Beau's Lugtread,8.0
1154,Nick,Sierra Nevada Brewing Co.: Pale Ale,10.0
1558,Nick,Brasserie D'Achouffe: La Chouffe,7.0
245,Nick,Coors Brewing Company: Coors Light,7.0
1105,Nick,Brasserie Dieu De Ciel!: Peche Mortel,7.0
1962,Nick,Bellwoods Brewery: Jelly King,1.0
1913,Nick,"Brouwerij Rodenbach: Rodenbach Grand Cru,",6.0
144,Nick,Grupo Modelo: Corona,10.0
2014,Nick,Bellwoods Brewery: Jelly King,7.0
1509,Nick,Redline Brewhouse: Clutch,1.0
196,Nick,Grupo Modelo: Corona,8.0
701,Nick,Mill Street Brewery: 100th Meridian,6.0
649,Nick,Mill Street Brewery: 100th Meridian,7.0
1711,Nick,Side Launch Brewing Company: Side Launch Wheat,6.0
750,Nick,Alexander Keiths: Red Amber Ale,10.0
548,Nick,Creemore Spring Brewery: Creemore Springs Premium Lager,5.0
499,Nick,Heineken: Heineken Lager,1.0
1812,Nick,Blue Moon Brewing Company: Blue Moon,8.0
447,Nick,Heineken: Heineken Lager,8.0
600,Nick,Creemore Spring Brewery: Creemore Springs Premium Lager,7.0
398,Nick,Sawdust City Brewing Co.: Little Norway,2.0
346,Nick,Sawdust City Brewing Co.: Little Norway,5.0
903,Nick,Clifford Brewing Co.: Clifford Porter,5.0
1004,Nick,Guiness: Guinness,10.0
1610,Nick,Brasserie D'Achouffe: La Chouffe,8.0
952,Nick,Guiness: Guinness,6.0
802,Nick,Alexander Keiths: Red Amber Ale,6.0
43,Nick,Beau's All Natural Brewing Company: Beau's Lugtread,4.0
1659,Nick,Side Launch Brewing Company: Side Launch Wheat,7.0
1698,Nick Downs,Side Launch Brewing Company: Side Launch Wheat,7.0
82,Nick Downs,Beau's All Natural Brewing Company: Beau's Lugtread,7.0
1799,Nick Downs,Blue Moon Brewing Company: Blue Moon,4.0
385,Nick Downs,Sawdust City Brewing Co.: Little Norway,7.0
284,Nick Downs,Coors Brewing Company: Coors Light,1.0
991,Nick Downs,Guiness: Guinness,7.0
789,Nick Downs,Alexander Keiths: Red Amber Ale,2.0
587,Nick Downs,Creemore Spring Brewery: Creemore Springs Premium Lager,4.0
486,Nick Downs,Heineken: Heineken Lager,3.0
688,Nick Downs,Mill Street Brewery: 100th Meridian,6.0
1294,Nick Downs,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,8.0
1395,Nick Downs,Sawdust City Brewing Co.: Juicin,8.0
183,Nick Downs,Grupo Modelo: Corona,5.0
1099,Nick Leclair,Brasserie Dieu De Ciel!: Peche Mortel,4.0
594,Nick Leclair,Creemore Spring Brewery: Creemore Springs Premium Lager,10.0
998,Nick Leclair,Guiness: Guinness,10.0
1806,Nick Leclair,Blue Moon Brewing Company: Blue Moon,4.0
493,Nick Leclair,Heineken: Heineken Lager,2.0
1604,Nick Leclair,Brasserie D'Achouffe: La Chouffe,7.0
291,Nick Leclair,Coors Brewing Company: Coors Light,1.0
1402,Nick Leclair,Sawdust City Brewing Co.: Juicin,7.0
89,Nick Leclair,Beau's All Natural Brewing Company: Beau's Lugtread,10.0
190,Nick Leclair,Grupo Modelo: Corona,1.0
796,Nick Leclair,Alexander Keiths: Red Amber Ale,5.0
392,Nick Leclair,Sawdust City Brewing Co.: Little Norway,6.0
1907,Nick Leclair,"Brouwerij Rodenbach: Rodenbach Grand Cru,",3.0
2008,Nick Leclair,Bellwoods Brewery: Jelly King,4.0
695,Nick Leclair,Mill Street Brewery: 100th Meridian,9.0
1301,Nick Leclair,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,10.0
1655,Patrick Guyette,Side Launch Brewing Company: Side Launch Wheat,8.0
1958,Patrick Guyette,Bellwoods Brewery: Jelly King,9.0
1251,Patrick Guyette,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,8.0
1554,Patrick Guyette,Brasserie D'Achouffe: La Chouffe,9.0
39,Patrick Guyette,Beau's All Natural Brewing Company: Beau's Lugtread,6.0
1756,Patrick Guyette,Blue Moon Brewing Company: Blue Moon,5.0
1857,Patrick Guyette,"Brouwerij Rodenbach: Rodenbach Grand Cru,",10.0
241,Patrick Guyette,Coors Brewing Company: Coors Light,2.0
645,Patrick Guyette,Mill Street Brewery: 100th Meridian,5.0
746,Patrick Guyette,Alexander Keiths: Red Amber Ale,5.0
443,Patrick Guyette,Heineken: Heineken Lager,3.0
544,Patrick Guyette,Creemore Spring Brewery: Creemore Springs Premium Lager,6.0
948,Patrick Guyette,Guiness: Guinness,5.0
1049,Patrick Guyette,Brasserie Dieu De Ciel!: Peche Mortel,5.0
140,Patrick Guyette,Grupo Modelo: Corona,3.0
142,Paul,Grupo Modelo: Corona,5.0
41,Paul,Beau's All Natural Brewing Company: Beau's Lugtread,7.0
748,Paul,Alexander Keiths: Red Amber Ale,4.0
1051,Paul,Brasserie Dieu De Ciel!: Peche Mortel,6.0
1758,Paul,Blue Moon Brewing Company: Blue Moon,9.0
1152,Paul,Sierra Nevada Brewing Co.: Pale Ale,7.0
1354,Paul,Sawdust City Brewing Co.: Juicin,7.0
445,Paul,Heineken: Heineken Lager,6.0
647,Paul,Mill Street Brewery: 100th Meridian,5.0
1556,Paul,Brasserie D'Achouffe: La Chouffe,8.0
950,Paul,Guiness: Guinness,4.0
1657,Paul,Side Launch Brewing Company: Side Launch Wheat,8.0
546,Paul,Creemore Spring Brewery: Creemore Springs Premium Lager,7.0
1960,Paul,Bellwoods Brewery: Jelly King,9.0
344,Paul,Sawdust City Brewing Co.: Little Norway,7.0
243,Paul,Coors Brewing Company: Coors Light,5.0
1253,Paul,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,7.0
1488,Peter,Redline Brewhouse: Clutch,2.0
680,Peter,Mill Street Brewery: 100th Meridian,5.0
276,Peter,Coors Brewing Company: Coors Light,8.0
1286,Peter,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,2.0
781,Peter,Alexander Keiths: Red Amber Ale,2.0
882,Peter,Clifford Brewing Co.: Clifford Porter,3.0
1185,Peter,Sierra Nevada Brewing Co.: Pale Ale,4.0
1387,Peter,Sawdust City Brewing Co.: Juicin,2.0
983,Peter,Guiness: Guinness,9.0
1791,Peter,Blue Moon Brewing Company: Blue Moon,8.0
1892,Peter,"Brouwerij Rodenbach: Rodenbach Grand Cru,",3.0
1993,Peter,Bellwoods Brewery: Jelly King,10.0
377,Peter,Sawdust City Brewing Co.: Little Norway,8.0
579,Peter,Creemore Spring Brewery: Creemore Springs Premium Lager,6.0
74,Peter,Beau's All Natural Brewing Company: Beau's Lugtread,6.0
1084,Peter,Brasserie Dieu De Ciel!: Peche Mortel,6.0
175,Peter,Grupo Modelo: Corona,6.0
478,Peter,Heineken: Heineken Lager,3.0
1589,Peter,Brasserie D'Achouffe: La Chouffe,7.0
1690,Peter,Side Launch Brewing Company: Side Launch Wheat,7.0
867,Peter Pearson,Clifford Brewing Co.: Clifford Porter,9.0
968,Peter Pearson,Guiness: Guinness,3.0
261,Peter Pearson,Coors Brewing Company: Coors Light,1.0
564,Peter Pearson,Creemore Spring Brewery: Creemore Springs Premium Lager,7.0
766,Peter Pearson,Alexander Keiths: Red Amber Ale,7.0
665,Peter Pearson,Mill Street Brewery: 100th Meridian,7.0
1776,Peter Pearson,Blue Moon Brewing Company: Blue Moon,6.0
160,Peter Pearson,Grupo Modelo: Corona,5.0
1473,Peter Pearson,Redline Brewhouse: Clutch,8.0
1675,Peter Pearson,Side Launch Brewing Company: Side Launch Wheat,8.0
1069,Peter Pearson,Brasserie Dieu De Ciel!: Peche Mortel,9.0
59,Peter Pearson,Beau's All Natural Brewing Company: Beau's Lugtread,7.0
298,Ray,Coors Brewing Company: Coors Light,5.0
96,Ray,Beau's All Natural Brewing Company: Beau's Lugtread,7.0
197,Ray,Grupo Modelo: Corona,8.0
500,Ray,Heineken: Heineken Lager,10.0
1813,Ray,Blue Moon Brewing Company: Blue Moon,7.0
1308,Ray,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,8.0
803,Ray,Alexander Keiths: Red Amber Ale,1.0
904,Ray,Clifford Brewing Co.: Clifford Porter,6.0
601,Ray,Creemore Spring Brewery: Creemore Springs Premium Lager,9.0
1005,Ray,Guiness: Guinness,5.0
702,Ray,Mill Street Brewery: 100th Meridian,7.0
1764,Riley,Blue Moon Brewing Company: Blue Moon,7.0
249,Riley,Coors Brewing Company: Coors Light,2.0
1663,Riley,Side Launch Brewing Company: Side Launch Wheat,7.0
1360,Riley,Sawdust City Brewing Co.: Juicin,7.0
1966,Riley,Bellwoods Brewery: Jelly King,2.0
47,Riley,Beau's All Natural Brewing Company: Beau's Lugtread,8.0
148,Riley,Grupo Modelo: Corona,5.0
653,Riley,Mill Street Brewery: 100th Meridian,6.0
754,Riley,Alexander Keiths: Red Amber Ale,3.0
956,Riley,Guiness: Guinness,5.0
552,Riley,Creemore Spring Brewery: Creemore Springs Premium Lager,5.0
451,Riley,Heineken: Heineken Lager,3.0
767,Riley Watson ,Alexander Keiths: Red Amber Ale,5.0
464,Riley Watson ,Heineken: Heineken Lager,1.0
1676,Riley Watson ,Side Launch Brewing Company: Side Launch Wheat,8.0
1777,Riley Watson ,Blue Moon Brewing Company: Blue Moon,3.0
565,Riley Watson ,Creemore Spring Brewery: Creemore Springs Premium Lager,3.0
666,Riley Watson ,Mill Street Brewery: 100th Meridian,4.0
1979,Riley Watson ,Bellwoods Brewery: Jelly King,8.0
1272,Riley Watson ,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,7.0
969,Riley Watson ,Guiness: Guinness,5.0
60,Riley Watson ,Beau's All Natural Brewing Company: Beau's Lugtread,5.0
161,Riley Watson ,Grupo Modelo: Corona,1.0
1575,Riley Watson ,Brasserie D'Achouffe: La Chouffe,8.0
262,Riley Watson ,Coors Brewing Company: Coors Light,1.0
11112,SAM,Brasserie Dieu du Ciel!: Aphrodite,8.0
3335,SAM,Rainhard Brewing Co.: Kapow! IPA,7.0
17374,SAM,Collective Arts Brewing: Ransack the Universe - Hemisphere IPA,6.0
